objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
No. 001,beregovski001.png,,,No. 001,Beregovski (trans.); Malin (encoded),,Dobridyen',Minor,,,,2001,,listening,image/png,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/
No. 209,beregovski209.png,,,No. 209,Beregovski (trans.); Malin (encoded),,Plyeskun,Major,,,,2015,,dance,image/png,,,
No. 210,beregovski210.png,,,No. 210,Beregovski (trans.); Malin (encoded),,Plyeskun,Major (Mixolydian),,,,2015,,dance,image/png,,,
No. 211,beregovski211.png,,,No. 211,Beregovski (trans.); Malin (encoded),,Beygele,Freygish,,,,2015,,dance,image/png,,,
No. 212,beregovski212.png,,,No. 212,Beregovski (trans.); Malin (encoded),,Beygele,Minor,,,,2015,,dance,image/png,,,
No. 213,beregovski213.png,,,No. 213,Beregovski (trans.); Malin (encoded),,Bolgarish,Freygish,,,,2015,,dance,image/png,,,
No. 214,beregovski214.png,,,No. 214,Beregovski (trans.); Malin (encoded),,Bolgarish,Minor,,,,2015,,dance,image/png,,,
No. 215,beregovski215.png,,,No. 215,Beregovski (trans.); Malin (encoded),,Bolgarish,Minor,,,,2015,,dance,image/png,,,
No. 216,beregovski216.png,,,No. 216,Beregovski (trans.); Malin (encoded),,Bulgar,Major,,,,2015,,dance,image/png,,,
No. 217,beregovski217.png,,,No. 217,Beregovski (trans.); Malin (encoded),,Bulgar,Major,,,,2015,,dance,image/png,,,
No. 218,beregovski218.png,,,No. 218,Beregovski (trans.); Malin (encoded),,Khosid,Minor,,,,2015,,dance,image/png,,,
No. 219,beregovski219.png,,,No. 219,Beregovski (trans.); Malin (encoded),,Khosid,Minor,,,,2015,,dance,image/png,,,
No. 220,beregovski220.png,,,No. 220,Beregovski (trans.); Malin (encoded),,Khosidl,Minor,,,,2015,,dance,image/png,,,
No. 221,beregovski221.png,,,No. 221,Beregovski (trans.); Malin (encoded),,Khosid,Minor,,,,2015,,dance,image/png,,,
No. 222,beregovski222.png,,,No. 222,Beregovski (trans.); Malin (encoded),,Khosid,Minor,,,,2015,,dance,image/png,,,
No. 223,beregovski223.png,,,No. 223,Beregovski (trans.); Malin (encoded),,Khosid,Major,,,,2015,,dance,image/png,,,
No. 224,beregovski224.png,,,No. 224,Beregovski (trans.); Malin (encoded),,Khosid,Minor,,,,2015,,dance,image/png,,,
No. 225,beregovski225.png,,,No. 225,Beregovski (trans.); Malin (encoded),,Shtok,Minor,,,,2015,,dance,image/png,,,
No. 226,beregovski226.png,,,No. 226,Beregovski (trans.); Malin (encoded),,Shtok,Major,,,,2015,,dance,image/png,,,
No. 227,beregovski227.png,,,No. 227,Beregovski (trans.); Malin (encoded),,Ange,Minor,,,,2015,,dance,image/png,,,
No. 228,beregovski228.png,,,No. 228,Beregovski (trans.); Malin (encoded),,Ange,Major,,,,2015,,dance,image/png,,,
No. 229,beregovski229.png,,,No. 229,Beregovski (trans.); Malin (encoded),,Ot azoy,Minor,,,,2015,,dance,image/png,,,
No. 230,beregovski230.png,,,No. 230,Beregovski (trans.); Malin (encoded),,Lomir zikh iberbetn,Freygish,,,,2015,,dance,image/png,,,
No. 231,beregovski231.png,,,No. 231,Beregovski (trans.); Malin (encoded),,Broyges-tants,Freygish,,,,2015,,dance,image/png,,,
No. 232,beregovski232.png,,,No. 232,Beregovski (trans.); Malin (encoded),,Alter yidisher tants,Minor,,,,2015,,dance,image/png,,,
No. 233,beregovski233.png,,,No. 233,Beregovski (trans.); Malin (encoded),,Shuster,Minor,,,,2015,,dance,image/png,,,
No. 234,beregovski234.png,,,No. 234,Beregovski (trans.); Malin (encoded),,Shuster,Minor,,,,2015,,dance,image/png,,,
No. 235,beregovski235.png,,,No. 235,Beregovski (trans.); Malin (encoded),,Kozatshke,Major,,,,2015,,dance,image/png,,,
No. 236,beregovski236.png,,,No. 236,Beregovski (trans.); Malin (encoded),,Kozatshke,Major,,,,2015,,dance,image/png,,,
No. 237,beregovski237.png,,,No. 237,Beregovski (trans.); Malin (encoded),,Kozatshke,Major,,,,2015,,dance,image/png,,,
No. 238,beregovski238.png,,,No. 238,Beregovski (trans.); Malin (encoded),,Kozatshke,Minor,,,,2015,,dance,image/png,,,
No. 239,beregovski239.png,,,No. 239,Beregovski (trans.); Malin (encoded),,Kozatshke (yidishe),Major,,,,2015,,dance,image/png,,,
No. 240,beregovski240.png,,,No. 240,Beregovski (trans.); Malin (encoded),,Bitshok,Major,,,,2015,,dance,image/png,,,
No. 241,beregovski241.png,,,No. 241,Beregovski (trans.); Malin (encoded),,Zhok,Freygish,,,,2015,,dance,image/png,,,
No. 242,beregovski242.png,,,No. 242,Beregovski (trans.); Malin (encoded),,Zhok,Freygish,,,,2015,,dance,image/png,,,
No. 243,beregovski243.png,,,No. 243,Beregovski (trans.); Malin (encoded),,Zhok,Altered Dorian,,,,2015,,dance,image/png,,,
No. 244,beregovski244.png,,,No. 244,Beregovski (trans.); Malin (encoded),,Zhok,Altered Dorian,,,,2015,,dance,image/png,,,
No. 245,beregovski245.png,,,No. 245,Beregovski (trans.); Malin (encoded),,Zhok,Minor,,,,2015,,dance,image/png,,,
No. 246,beregovski246.png,,,No. 246,Beregovski (trans.); Malin (encoded),,Zhok,Minor,,,,2015,,dance,image/png,,,
No. 247,beregovski247.png,,,No. 247,Beregovski (trans.); Malin (encoded),,Olandre (lyondre),Minor,,,,2015,,dance,image/png,,,
No. 248,beregovski248.png,,,No. 248,Beregovski (trans.); Malin (encoded),,Olandre (lyondre),Minor,,,,2015,,dance,image/png,,,
No. 249,beregovski249.png,,,No. 249,Beregovski (trans.); Malin (encoded),,Olandre (lyondre),Minor,,,,2015,,dance,image/png,,,
No. 250,beregovski250.png,,,No. 250,Beregovski (trans.); Malin (encoded),,Olandre (lyondre),Minor,,,,2015,,dance,image/png,,,
No. 251,beregovski251.png,,,No. 251,Beregovski (trans.); Malin (encoded),,Volekh,Minor,,,,2015,,dance,image/png,,,
No. 252,beregovski252.png,,,No. 252,Beregovski (trans.); Malin (encoded),,Volekh,Minor,,,,2015,,dance,image/png,,,
No. 253,beregovski253.png,,,No. 253,Beregovski (trans.); Malin (encoded),,Volekh,Major,,,,2015,,dance,image/png,,,
No. 254,beregovski254.png,,,No. 254,Beregovski (trans.); Malin (encoded),,Volekh,Altered Dorian,,,,2015,,dance,image/png,,,
